                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   9007,                0.08364,                0.10223,                0.85549,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010851,              0.0010851,              0.0010851
                   9008,                0.09101,                0.09322,                0.85862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010841,              0.0010841,              0.0010841
                   9009,                0.07822,                0.09002,                0.85205,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010831,              0.0010831,              0.0010831
                   9010,                0.08486,                0.09054,                0.85976,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010821,              0.0010821,              0.0010821
                   9011,                0.07756,                0.08787,                0.85141,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010811,              0.0010811,              0.0010811
                   9012,                0.07796,                  0.092,                0.86842,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010801,              0.0010801,              0.0010801
                   9013,                0.08695,                0.09799,                0.86183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010791,              0.0010791,              0.0010791
                   9014,                0.07296,                0.08355,                0.86307,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010781,              0.0010781,              0.0010781
                   9015,                0.08694,                0.10318,                0.86709,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010771,              0.0010771,              0.0010771
                   9016,                0.08838,                0.10668,                0.85527,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010761,              0.0010761,              0.0010761
                   9017,                0.07833,                 0.1003,                 0.8509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010752,              0.0010752,              0.0010752
                   9018,                0.08876,                0.09266,                0.85983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010742,              0.0010742,              0.0010742
                   9019,                0.08318,                 0.0928,                0.85372,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010732,              0.0010732,              0.0010732
                   9020,                0.07319,                0.08276,                0.83826,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010722,              0.0010722,              0.0010722
                   9021,                0.07653,                0.09002,                0.85191,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010712,              0.0010712,              0.0010712
                   9022,                0.08355,                0.09806,                0.86669,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010702,              0.0010702,              0.0010702
                   9023,                0.08277,                0.09899,                0.85673,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010692,              0.0010692,              0.0010692
                   9024,                0.08234,                0.09029,                0.87445,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010682,              0.0010682,              0.0010682
                   9025,                0.08039,                0.09768,                0.85567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010672,              0.0010672,              0.0010672
                   9026,                0.07433,                0.08003,                0.86961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010662,              0.0010662,              0.0010662
                   9027,                0.07218,                0.09047,                0.86439,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010653,              0.0010653,              0.0010653
                   9028,                0.09017,                0.09951,                0.85706,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010643,              0.0010643,              0.0010643
                   9029,                0.08432,                0.10023,                0.86634,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010633,              0.0010633,              0.0010633
                   9030,                0.08774,                0.10117,                  0.861,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010623,              0.0010623,              0.0010623
                   9031,                0.08744,                0.10133,                0.85221,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010613,              0.0010613,              0.0010613
                   9032,                0.07974,                0.09858,                0.84642,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010603,              0.0010603,              0.0010603
                   9033,                0.08621,                0.09221,                0.85894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010593,              0.0010593,              0.0010593
                   9034,                0.07799,                 0.0844,                0.87539,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010583,              0.0010583,              0.0010583
                   9035,                 0.0768,                0.08987,                0.86198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010573,              0.0010573,              0.0010573
                   9036,                0.08236,                0.08506,                0.85502,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010563,              0.0010563,              0.0010563
                   9037,                0.07878,                 0.0931,                0.86577,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010554,              0.0010554,              0.0010554
                   9038,                0.08267,                0.09791,                0.84876,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010544,              0.0010544,              0.0010544
                   9039,                 0.0792,                0.08585,                0.87027,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010534,              0.0010534,              0.0010534
                   9040,                0.09614,                0.10076,                0.86566,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010524,              0.0010524,              0.0010524
                   9041,                0.08823,                0.10217,                0.85732,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010514,              0.0010514,              0.0010514
                   9042,                0.08684,                0.10359,                0.86319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010504,              0.0010504,              0.0010504
                   9043,                0.08396,                0.09757,                0.85248,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010494,              0.0010494,              0.0010494
                   9044,                0.08488,                0.10359,                0.85695,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010484,              0.0010484,              0.0010484
                   9045,                0.08711,                 0.0923,                0.84841,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010474,              0.0010474,              0.0010474
                   9046,                0.08402,                0.09104,                0.83952,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010464,              0.0010464,              0.0010464
                   9047,                0.07716,                0.09328,                0.84955,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010455,              0.0010455,              0.0010455
                   9048,                0.07276,                0.07957,                0.86105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010445,              0.0010445,              0.0010445
                   9049,                0.08101,                0.08932,                0.85895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010435,              0.0010435,              0.0010435
                   9050,                0.08706,                0.10357,                0.85918,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010425,              0.0010425,              0.0010425
                   9051,                0.08071,                0.09254,                0.85369,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010415,              0.0010415,              0.0010415
                   9052,                 0.0855,                0.10569,                0.86913,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010405,              0.0010405,              0.0010405
                   9053,                0.08232,                0.08783,                0.84605,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010395,              0.0010395,              0.0010395
                   9054,                0.07793,                0.08776,                0.85765,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010385,              0.0010385,              0.0010385
                   9055,                0.07784,                0.09274,                0.85196,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010375,              0.0010375,              0.0010375
                   9056,                0.08085,                0.09666,                0.85793,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010365,              0.0010365,              0.0010365
                   9057,                0.09187,                0.10614,                0.84925,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010356,              0.0010356,              0.0010356
                   9058,                0.08971,                 0.0999,                  0.859,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010346,              0.0010346,              0.0010346
                   9059,                0.07814,                0.09132,                0.84983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010336,              0.0010336,              0.0010336
                   9060,                0.09041,                0.09564,                 0.8623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010326,              0.0010326,              0.0010326
                   9061,                0.08437,                0.09422,                0.87232,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010316,              0.0010316,              0.0010316
                   9062,                 0.0779,                0.09428,                0.86045,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010306,              0.0010306,              0.0010306
                   9063,                0.09385,                0.09016,                0.86977,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010296,              0.0010296,              0.0010296
                   9064,                0.08507,                0.08807,                0.84803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010286,              0.0010286,              0.0010286
                   9065,                 0.0824,                0.10124,                0.85742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010276,              0.0010276,              0.0010276
                   9066,                0.08105,                0.09018,                0.85345,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010266,              0.0010266,              0.0010266
                   9067,                0.08624,                 0.0973,                0.83911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010257,              0.0010257,              0.0010257
                   9068,                0.08014,                0.08701,                0.86325,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010247,              0.0010247,              0.0010247
                   9069,                 0.0878,                 0.0982,                0.84903,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010237,              0.0010237,              0.0010237
                   9070,                0.08026,                 0.0812,                0.85707,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010227,              0.0010227,              0.0010227
                   9071,                0.07829,                0.09831,                0.85998,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010217,              0.0010217,              0.0010217
                   9072,                0.07979,                0.08559,                0.86361,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010207,              0.0010207,              0.0010207
                   9073,                0.08395,                0.11424,                 0.8615,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010197,              0.0010197,              0.0010197
                   9074,                0.08264,                0.08767,                0.84969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010187,              0.0010187,              0.0010187
                   9075,                0.08474,                0.09886,                0.84986,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010177,              0.0010177,              0.0010177
                   9076,                0.08936,                0.09918,                0.86062,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010167,              0.0010167,              0.0010167
                   9077,                0.08418,                0.09569,                0.85931,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010158,              0.0010158,              0.0010158
                   9078,                0.08883,                0.09076,                0.84914,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010148,              0.0010148,              0.0010148
                   9079,                0.08255,                0.09029,                0.85137,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010138,              0.0010138,              0.0010138
                   9080,                0.08222,                0.09476,                0.85346,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010128,              0.0010128,              0.0010128
                   9081,                0.08863,                0.10308,                0.85675,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010118,              0.0010118,              0.0010118
                   9082,                0.08034,                0.08861,                0.85607,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010108,              0.0010108,              0.0010108
                   9083,                 0.0785,                 0.1014,                0.85788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010098,              0.0010098,              0.0010098
                   9084,                0.08126,                0.09407,                0.85621,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010088,              0.0010088,              0.0010088
                   9085,                0.08463,                0.09419,                0.86953,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010078,              0.0010078,              0.0010078
                   9086,                0.08415,                0.09542,                0.86281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010068,              0.0010068,              0.0010068
                   9087,                0.08678,                0.09846,                0.85572,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010059,              0.0010059,              0.0010059
                   9088,                0.08302,                0.09505,                0.87239,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010049,              0.0010049,              0.0010049
                   9089,                0.08726,                0.09975,                0.85942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010039,              0.0010039,              0.0010039
                   9090,                0.08214,                0.09146,                0.84925,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010029,              0.0010029,              0.0010029
                   9091,                0.08205,                0.09734,                0.86413,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010019,              0.0010019,              0.0010019
                   9092,                0.07547,                0.08395,                0.85503,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010009,              0.0010009,              0.0010009
                   9093,                 0.0818,                 0.1044,                0.85411,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099991,             0.00099991,             0.00099991
                   9094,                0.08439,                0.09228,                0.84603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099892,             0.00099892,             0.00099892
                   9095,                0.07903,                  0.103,                0.85851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099793,             0.00099793,             0.00099793
                   9096,                0.07692,                0.08673,                0.85885,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099694,             0.00099694,             0.00099694
                   9097,                0.08434,                0.10209,                0.85915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099595,             0.00099595,             0.00099595
                   9098,                0.07544,                0.08216,                0.85621,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099496,             0.00099496,             0.00099496
                   9099,                0.08261,                0.09232,                0.85377,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099397,             0.00099397,             0.00099397
                   9100,                0.07943,                0.09857,                0.85226,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099298,             0.00099298,             0.00099298
                   9101,                0.08363,                0.09539,                0.86918,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099199,             0.00099199,             0.00099199
                   9102,                0.07678,                0.09224,                0.84912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000991,               0.000991,               0.000991
                   9103,                0.07947,                0.09612,                0.86532,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00099001,             0.00099001,             0.00099001
                   9104,                0.07743,                0.08861,                0.85487,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098902,             0.00098902,             0.00098902
                   9105,                 0.0794,                0.09606,                0.86146,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098803,             0.00098803,             0.00098803
                   9106,                0.08636,                0.09961,                0.87353,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098704,             0.00098704,             0.00098704
                   9107,                  0.083,                0.09771,                0.85699,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098605,             0.00098605,             0.00098605
                   9108,                0.07867,                0.09024,                0.85448,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098506,             0.00098506,             0.00098506
                   9109,                0.08774,                0.09958,                0.85089,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098407,             0.00098407,             0.00098407
                   9110,                0.08325,                0.08944,                0.86225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098308,             0.00098308,             0.00098308
                   9111,                0.08491,                0.08666,                0.86056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098209,             0.00098209,             0.00098209
                   9112,                0.08002,                0.08779,                 0.8513,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009811,              0.0009811,              0.0009811
                   9113,                0.07787,                0.09809,                0.85614,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00098011,             0.00098011,             0.00098011
                   9114,                0.08298,                0.09415,                0.86541,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097912,             0.00097912,             0.00097912
                   9115,                0.08209,                0.09593,                0.86969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097813,             0.00097813,             0.00097813
                   9116,                0.08461,                0.09482,                0.86316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097714,             0.00097714,             0.00097714
                   9117,                0.08062,                0.09982,                0.86213,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097615,             0.00097615,             0.00097615
                   9118,                0.08083,                0.08838,                0.85461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097516,             0.00097516,             0.00097516
                   9119,                 0.0817,                0.10279,                0.85808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097417,             0.00097417,             0.00097417
                   9120,                0.08163,                0.10609,                0.85696,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097318,             0.00097318,             0.00097318
                   9121,                0.08749,                0.09587,                0.85137,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097219,             0.00097219,             0.00097219
                   9122,                0.08328,                0.09743,                0.85867,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009712,              0.0009712,              0.0009712
                   9123,                0.07925,                 0.0961,                0.84764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097021,             0.00097021,             0.00097021
                   9124,                0.08801,                0.09994,                0.85261,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096922,             0.00096922,             0.00096922
                   9125,                0.08708,                0.09648,                0.86443,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096823,             0.00096823,             0.00096823
                   9126,                0.07923,                 0.0905,                0.84979,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096724,             0.00096724,             0.00096724
                   9127,                0.07933,                0.09779,                0.84839,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096625,             0.00096625,             0.00096625
                   9128,                 0.0822,                0.08408,                0.86393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096526,             0.00096526,             0.00096526
                   9129,                0.07665,                0.09048,                0.85401,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096427,             0.00096427,             0.00096427
                   9130,                0.07985,                0.08894,                0.86543,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096328,             0.00096328,             0.00096328
                   9131,                  0.084,                0.09759,                0.86363,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096229,             0.00096229,             0.00096229
                   9132,                0.07637,                0.09619,                0.84474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0009613,              0.0009613,              0.0009613
                   9133,                0.08445,                0.09221,                0.87073,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096031,             0.00096031,             0.00096031
                   9134,                0.08353,                0.09561,                0.85855,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095932,             0.00095932,             0.00095932
                   9135,                0.08303,                0.10152,                0.84543,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095833,             0.00095833,             0.00095833
                   9136,                0.08131,                0.11567,                0.86596,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095734,             0.00095734,             0.00095734
                   9137,                0.08559,                0.10749,                0.85759,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095635,             0.00095635,             0.00095635
                   9138,                0.07841,                0.09698,                0.86275,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095536,             0.00095536,             0.00095536
                   9139,                0.07666,                0.08931,                0.84965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095437,             0.00095437,             0.00095437
                   9140,                 0.0825,                0.09165,                0.85643,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00095338,             0.00095338,             0.00095338
